username,location,country,rating,rating_value,rating_service,rating_food,rating_atmosphere,review,title,date
Travel on my Mind,"Rochester, United Kingdom",United Kingdom,5,4.0,5.0,5.0,null,"We decided to treat ourselves to dinner here on a recent visit to Dubrovnik – the eye-watering prices mean that it is not somewhere you will eat every night, but for me it was worth every Kuna.

Firstly the location is stunning just outside the City Walls with all outside tables having a sea view. Before dinner we sat on the terrace and had a smoky mojito which for me was even better than the original Cuban classic thanks to the smoked sugar and hint of lavender. For starters, I had the Prawns with Goats Cheese and Almonds on Polenta – I have to say I was a bit sceptical about this dish as on paper shellfish paired with a strong goats cheese and nuts sounds a bit of a strange combination. Happy to report though that the chef proved me wrong as it was delicious with all the flavours working really well together.

For the main, I had the veal fillet in a wine sauce served with truffled potato gratin. Again the cooking was on point as the truffle did not over-power the rest of the dish and the veal was extremely tender. The OH had the beef fillet which again was cooked to perfection. All of this was washed down with a bottle of the local Posip wine. The wait staff were fantastic taking time to explain the dishes and the wine and our glass was never empty. Another nice touch was that each dish was paired with a local olive oil whose origins again were all expertly explained by the wait team.

As mentioned this place is by no means cheap, but I figure that you have to treat yourself once in a while, especially on holiday, and the cooking and ingredients are without doubt of a very high standard. Would definitely recommend.",,Jun 2019
LarsStockholm,"Stockholm, Sweden",Sweden,5,5.0,5.0,5.0,null,"We have heard so much about this place and were lucky to get a table together with our friends a Wednesday evening. We were greeted in the entrance by a couple of very nice waiters that took us to our table. Then it was a treat all the way long - a fishsoup for starter that tasted like heaven, we had both brancine and tunafish as main and they were also extremely good and as desert different of the desert menue and they were all to die for. Together with this we had fantastic wine from the amazing winelist - I have never seen a winelist this complete - all the best croatian wines you can have - and not only that but also different ages of them. The service was also as good as you can have. All in all 10 POINTS for everything - Thank you Nautika !!!!",,Jul 2019
rgoodin,"London, United Kingdom",United Kingdom,5,null,null,null,null,"Visited Nautika on our first evening in Dubrovnik and had a wonderful table with a stunning view. The food set the bar, the local wine excellent. We had a wonderful evening.",,Jul 2019
Sabine T,"Dubrovnik, Croatia",Croatia,5,null,null,null,null,"We had a great food experience at this restaurant. We had a table at the terrace where the view is fantastic. We had the 5 course set menu which was delicious with some good Croatian wine selected to us by the sommelier. The staff were friendly, efficient and very skillful. By far our best meal in Croatia It does not come cheap but it’s worth it.",,Jul 2019
Gary T,"New York City, New York",USA,5,4.0,5.0,5.0,null,"This was by far our most expensive dinner in Croatia, but it was also our most memorable. The food was amazing, service was excellent. View just speaks for itself. Treat yourself and come here for dinner. You won't regret it.",,Jun 2019
ShahramG,"Lake Como, Italy",Italy,5,null,null,null,null,"This is a gem of a restaurant in the heart of Dubrovnik. Just outside of the old City gates sits this pearl of a restaurant. We sat on the balcony near the water. While we did bake in the sun for the first 20 minutes, the views, the service, the overall ambience, and the cocktails made us quickly forget the glaring sun. The food here was good, but the beverage service from an outstanding wait staff and sommelier was unforgettable. We truly.enjoyed our evening. Not to miss are the signature cocktails..",,Jul 2019
marcyfl2017,"Rockville, Maryland",USA,5,null,null,null,null,"Nautika Restaurant is an oasis just outside the walls of the old city of Dubrovnik. The food is top notch and the staff exceedingly attentive, but the view is spectacular, whether you are a history buff or thrive on Game of Thrones!",,Jul 2019
Katetam,Canada,Canada,5,5.0,5.0,5.0,null,"We spent a week on a yacht, island hopping. Food was good during the week, but at the end of our trip, we stayed two nights in Dubrovnik and really wanted to have a fine dining meal. It was also our wedding anniversary, and when I asked my hotel concierge to book, he immediately suggested Nautika. 

It was perfect location, We had a perfect table on the terrace facing the Lovrijenac. Service was attentive, and professional. Great food, especially the fresh grilled fish. My sons loved it so much, they finished it to the one. It was not a small fish ! 

We had nice cocktails, and good pastas as well. 

My boys got to perform and play on the piano in the reception too. That was FUN. 

The only imperfection to that evening was, our hotel concierge booked our table and informed Nautika it was our anniversary night and we were there to celebrate. A cake was reserved for us supposedly. There was no sign of any notice from the restaurant staff. We celebrated with our kids elsewhere eating Gelato after dinner.",,Jul 2019
tolstoy,null,null,5,5.0,5.0,5.0,null,"First of all, very romantic area. To see historical monuments and hear the sea, fantastic. 
Food is great. Mario organizes service very good. 
Price is high but quality is also high",,Jul 2019
Maria S,"Helsinki, Finland",Finland,5,null,null,null,null,We had an excellent time at Nautika! The service and food was excellent. We had some minor issues with one of the main course which led to some more troubles with longer waiting time but the staff went lenghts to make everything okay for us again and more than reimbursed our discomfort. Truly a 5star experience.,,Jul 2019
jarox,"Adelaide, Australia",Australia,5,4.0,5.0,4.0,null,"As it has all been said, perfect service, great food and great wine. We chose a Croatian Sparkling and a Pinot Grigio- both very acceptable and on the lower priced side of the extensive wine list.
As Australians we prefer our meat a lot less done- the lamb and veal were still tender- but we prefer them pink.
3 courses with Wine and coffee came to $450 aud per couple. So a long way from the mosr expensive- but up there, I feel the price matche dthe food, service and location",,Jul 2019
Craig Mealy,"Dunstable, United Kingdom",United Kingdom,5,null,null,null,null,"We was recommended this restaurant by friends and tried to get a booking but they was fully booked. However we tried anyway and they managed to get us a table for 2, as we was looking at the menu the manager came over and said they had a no show and would we like to move to the sea view seats which made the visit even more special. 
The food is to die for and the service from the team is second to none. The cocktails were fantastic and even made ones not on the menu. The cost for the two of us was £310 buy certainly worth it and a great way to celebrate our anniversary.",,Jul 2019
Ocean-Lovers_4ever,"Natick, Massachusetts",USA,5,null,null,null,null,"Nautika has it all. The view, the ambiance, the attentive staff, an excellent sommelier, and delicious food. It does come at a high price, but for us it was a true treat. The filet and sea bass dishes were excellent and creative. Definitely order the Dingac wine!",,Jul 2019
Fergus C,"Westhill, United Kingdom",United Kingdom,5,null,null,null,null,"Lots of small pleasant professional touches made this meal a great experience. 

Most notable was our waiter Martin’s expertise, he seemed to know exactly what we wanted and when. 

One of us had a starter but they gave both of us plates to enjoy it as it was so nice, the effort they made presenting it was enough to tempt us both into having a glass of wine with this course too, which we didn’t regret as it complemented the dish very well. 

Sea bass and fillet of beef for mains were outstanding, again along with the matched wine. 

Also received good guidance on desserts and matched wines. It’s clear they’re not trying to get you to go for the more expensive wines either, they just want you to have the best possible experience. 

Aside from the food, the piano player, toiletries and scenery were all of standards you’d expect in a Michelin star restaurant. Perhaps this restaurant isn’t far away from receiving this honour.",,Jul 2019
Adrian P,"Sheffield, United Kingdom",United Kingdom,5,null,null,null,null,"We visited this restaurant whilst on holiday, having pre booked an outside terrace table from the UK. It's a lovely spot, next to the city walls with views of the sea. Be prepared to pay for the experience, as it's expensive but it's worth it as a holiday memory and for the quality.
We opted for the 7 course taster menu, accompanied by a local wine and were not disappointed:
Food - high quality, perfectly presented; loved it all, especially the shrimp soup;
Wine - we went with a reasonably priced bottle of white, representative of the region, as recommended by the sommelier to accompany our taster menu;
Location/ambience - lovely romantic spot, with nice lighting on the castle and city walls when the sun goes down;
Service - I have to say our senior waiter for the evening was impeccable! ... knows his job, but equally, if not more important, made us feel welcome and at ease;
And finally, an unexpected surprise was when my partner returned to our table following a visit to the facilities, to tell me that the music and songs we'd been listening to through the terrace speakers all evening was not recorded, but live... the singer/musician was that good!",,Jul 2019
robmackm,"Hampton Hill, United Kingdom",United Kingdom,5,4.0,4.0,5.0,null,"Stunning location, stunning food. Had the teasing menu. Every course, beautifully presented and cleverly explained without going over the top which sometimes happens. Comprehensive doesn't even come close to describing the wine list but watch the Sommelier's inclination towards the ridiculously expensive! Stick to your guns even if he doesn't agree with you! Was amusing rather than off putting though. Was lucky enough to have the perfect table at the front of the terrace overlooking the bay. Book early and request it. Its worth it",,May 2019
D L,null,null,5,null,null,null,null,"Excellent location, especially the front terrace. Really fine and innovative cooking, worth tasting it. Not cheap, but worth every penny paid for. Very professional and in the same time very friendly staff. I would visit again.",,May 2019
Stuart M,London,London,5,null,null,null,null,"First of all a tip - they do two primary sittings, at 6.30 and 9.30, which will get you the best seats. If you make a request outside of these times they can accommodate you further back, but they will email you to check whether that is want. I didn’t spot the email so lost the reservation, however managed to get in after requesting to be waitlisted and they called us back following some cancellations on the day. Apparently cancellations are fairly common so definitely worth asking to be waitlisted if need be.

Secondly, it is undoubtedly expensive-especially the starters, which are probably most expensive I have seen anywhere - more than £30 for a beef carpaccio, albeit a good one.

However, those minor gripes/difficulties aside, it is a magnificent restaurant. The photos illustrate the setting, with beautiful views over both fort and city walls. The food is arguably better - each course, from amuse bouche to dessert, got better (and all but dessert served with its own Croatian olive oil, which was a touch I enjoyed!) Flavour combinations are ambitious but perfectly executed, with meats cooked to perfection.

Finally, service was friendly and attentive throughout, and they even through in two post dinner cocktails for us to celebrate our anniversary-thanks!!",,Jul 2019
crisgats,"Lincolnwood, Illinois",USA,5,null,null,null,null,You can never go wrong with service and food on this spot !!! It was a stormy night and we didn’t have reservation but they took us in to dry out and we ended up having dinner .. they gave us towels to dry up and offered drinks while waiting for the storm to pass ! But hey we ended up having the best dinner in Dubrovnik!! Food is top notch ! Service is unbelievable! Yes it’s pricey here but it’s worth a try !!!,,Jul 2019
Dave L,"London, United Kingdom",United Kingdom,4,3.0,4.0,5.0,null,"The service was excellent, the view outstanding, the food very good and it was a memorable experience. But it is expensive. E.g. Over 1000 Kuna per person (£125). We had the same sort of food quality, possibly even better, at Restaurant More, for less than half the price for 3 courses and a bottle of wine per couple. Not quite as spectacular a view, but still great, and service not quite as full on professional, but still a great experience. And we thought better overall value for money.
Also, the Nautika sister restaurant, Panorama has even more spectacular views than Nautika and you can do lunch there for a quarter of the price. 
One service irritation about Nautika was that we were not told about the 10% discount at sister restaurants. Panorama gave us a 10% discount as we'd eaten at Nautika, without us asking. And we were not offered chocolates and after dinner liqueurs at Nautika whereas the moaners at the table near us were.
So, go and enjoy the Nautika experience, which we did, but prepare yourself for the end price.",,Jul 2019
MissTravel,"Sydney, Australia",Australia,4,null,null,null,null,"We were lucky enough to get a table at Nautika as I was on the waiting list, they called us up in the morning and we got great tables with amazing Dubrovnik views.
The food was exceptional except my beef was a bit rare for me when I asked for medium. We also payed over 2500 kuna which is a lot, having eaten at Michelin star restaurants for a lot cheaper but I guess that’s just how Dubrovnik is anyway, prices are high everywhere .",,Jul 2019
Yuki,"Bali, Indonesia",Indonesia,5,null,null,null,null,"Definitely, one of those restaurants you will remember forever. Highly recommended to Ask for a seat on the terrace to enjoy fine dining experiences with a view, overlooking Dubrovnik’s city walls and the sea. The restaurant is right outside Pile Gate. The food itself was also incredible and staff is highly professional. I was surprised to see their wine list! They have an extensive selection of wines!!! We had the shrimp risotto the tagliatelle with truffle flakes for the starters and the veal fillet and beef fillet for main dishes.",,Jul 2019
brett m,"London, United Kingdom",United Kingdom,5,null,null,null,null,"I went with my wife to celebrate our 30th wedding anniversary 
From the moment we arrived we knew we were going to have a fantastic evening 
We were shown to our table overlooking the old city walls
The selection of cocktails were fantastic 
The level of service throughout the entire meal was excellent 
The wine waiter provided excellent advise from their extensive wine selection 
The food was amongst the best I had eaten topped off with my new favourite dessert 
Zucappa afogarto ( try it if you get a chance and like Icecream and dark rum)
Overall five stars all the way and I will be going back on my next visit to Dubrovnik 

The price of the meal whilst at the high end it was worth it for the experience and the service offered to celebrate our anniversary 

Enjoy",,Jul 2019
Ronald D,"Shrewsbury, United Kingdom",United Kingdom,5,5.0,5.0,5.0,null,"Perfect end to a great holiday in Croatia. Absolutely excellent. Very friendly and welcoming staff. It was probably one of the best restaurant experiences of my life. An incredible experience, not just a meal. Fantastic panoramic views over Dubrovnik's city walls and the sea. Attentive, knowledgable staff about local wines, liquors and the food. The food itself was also incredible, worth every penny.

A must to end the trip but a pre-booking is recommended to avoid disappointment.",,Jul 2019
Anamarija,"Porec, Croatia",Croatia,5,null,null,null,null,"We fell in love with the terrace of Nautika and decided to book it a month in advance of our stay in Dubrovnik. And it lived up completley to our expectations.
As every meal looked interesting and good we took the 7 course tasting menu, and it was a great harmony of dishes, mixture of fish and meat. The plates looked deserving of a Michelin star.
We were amazed by the wine list, which is literally a book, not a list. So many good wines, and different years of good wines.
The service was impecable, from the manager, to the sommelier and our great waiter.
My most wow effect were however two gin tonics they brought us a gift. They were so creatively done, one decorated with white rose petals and a bird cage, and the other had a perfume by side to spray all the aromas on the gin tonic, just amazing.",,Jun 2019
fcparma19,"Boston, Massachusetts",USA,5,null,null,null,null,"We showed up around 7pm one evening and was lucky to get a table on the 3rd floor balcony. I had the lamb and my partner had the sea bass. For dessert, we had the Raspberry Queen. The meal was excellent and was made even better by the service and the view.",,Jul 2019
JeffQV,"Auckland, New Zealand",New Zealand,5,null,null,null,null,"Similar to 360 without the 'star' and great food, excellent Croation wine list (my goodness these are good) in a period Courtyard setting. Definitely a repeat experience.",,Jun 2019
Irina,null,null,5,5.0,5.0,5.0,null,"My husband and I visited the restaurant as a surprise for our anniversary and I have to say that the whole experience exceeded our expectations.

As we made reservation months in advance , we were seated on the main terrace with stunning view to the Lovrijenac Fort and City Walls .

From the warm greeting at our arrival from the general manager Marco ; the hospitality of our waiter and sommelier to the delicious food – everything simply made our evening unforgetable.

The 5-course tasting menu gave us a great variety of dishes to sample--with some additional touches offered by the restaurant. This restaurant deserves Michelin star as it is the best restaurant we tried on our trip through Croatia.

I must say they have the most perfect , the most amazing, stunning wine list my husband has ever seen and ,believe me, he is big wine lover.

At the end of dinner, we got complimentary drinks as a small gift for our anniversary and those drinks were the final touch to our perfect night !

Guys, you are simply the best! Love you all !",,Jul 2019
Joanne A,"London, United Kingdom",United Kingdom,5,null,null,null,null,"Celebrated my 50th birthday here in July. Booked in advance as we were a group of 8. From the moment we stepped foot in this restaurant our experience was amazing. The foyer for drinks had a gentleman playing the piano - bar service was fantastic. Once shown to our table on the terrace overlooking a stunning castle- it took our breath away. The service from the waiters was second to none- attentive and knowledgeable staff. The food was outstanding.

I can honestly say this is one of the best restaurant I’ve been to.

Thank you to all the staff 

Look forward to returning to the beautiful country of Croatia.",,Jul 2019
stomaro,"Manhattan Beach, California",USA,5,null,null,null,null,"Everything about Nautika was exceptional and exceeded my expectations. The location along the Adriatic and the city walls is just stunning - especially after the sun sets and the lights come on. The service was flawless and our waiter, Valentino, was the best. Drinks and food were amazing. If you visit Dubrovnik, Nautika is a place that you should not miss. I can see why it is one of the most romantic restaurants in the world!",,Jun 2019
EDownes1,"Lisbon, Portugal",Portugal,5,null,null,null,null,"My husband and I booked a table here for our second night in Dubrovnik. Thank god we did - probably the best sushi we’ve ever had (and we have had a lot!)!! The blackened cod in orange was absolutely sublime and with views over the old town, the whole evening was superb. Thank you!",,Jul 2019
David W,"Scarborough, United Kingdom",United Kingdom,5,null,null,null,null,"My wife booked this place for the Saturday evening, it was truly amazing. Very memorable for all the right reasons.
Our waiter Valentino made it special, very knowledgable, easy manor. The wine complemented the food, we dined for over 3 hrs . This is one place you must experience in Dubrovnik.",,Jul 2019
GoldenGirlDC1,"San Francisco, California",USA,5,5.0,5.0,5.0,null,"From the service (spectacular) to the food (incredible) to the cocktails (do yourself a favor and start with one) to the views (unreal), Nautika was by far my favorite restaurant in Croatia and in my top 3 in Europe. The service was absolutely top-notch the entire meal. The head waiter suggested a gin and tonic to start the evening and we put our faith in him to choose one for each of us-- he did not disappoint. My drink was served in a bird cage (inspired by the swallows you'll see twirling and diving over the water as you eat) and scattered with rose petals. It was not just gorgeous, it was delicious as well. Given we'd been a bit gluttonous with food on this trip already, we decided to not do the tasting menu and ordered a la carte instead-- everything was delicious. I had written in advance to Nautika (definitely make your reservation in advance) to let them know it was our two-year anniversary. At the end of the meal, the head waiter gifted us with two gorgeous cocktails (with pomegranate and rose petals) as a treat. The views were also just incredible---it felt as if we were watching some sort of movie go by. I cannot recommend this spot more!",,Jun 2019
Christine H,"Leigh-on Sea, United Kingdom",United Kingdom,5,null,null,null,null,"My husband booked Nautika as a surprise for my birthday and they were extremely helpful with all his requests. We had a lovely table overlooking the Lovrijenac Fortress. We chose cocktails to start and decided on the 7 course taster menu which didn’t disappoint. The only issue was trying to make room for all the food. The sommelier chose a white wine and a red wine that would compliment each course and the waiters all sang happy birthday to me when they brought out my cake. A truly memorable evening and a must for
a special occasion!!",,Jul 2019
travelleroneOntario,ontario,ontario,4,null,null,null,null,Arrived without a reservation but was kindly accommodated. Had a delicious lobster pasta and a gorgeous view with impeccable service.,,Jul 2019
Nic_Reviewer_,"Lausanne, Switzerland",Switzerland,4,null,null,null,null,"Went there on a Thursday evening during summer, I would recommend to book your table to get the best view. View over the wall of the old town is amazing. Service was attentive and nice. Food was really good but portions were really small, especially concerning the main course. Cocktails were fabulous. Overall a bit pricey.",,Jul 2019
sis1970,"Beirut, Lebanon",Lebanon,5,null,null,null,null,We had a wonderful experience. Food was great. Drinks were ok.... but the setting is spectacular ... the terrasse overlooks the ramparts of the old city ... cannot be better !!!,,Jun 2019
Beatrice V,"Los Angeles, California",USA,5,null,null,null,null,"Our visit to Nautika was amazing -- great food paired with a wonderful view of the city walls and the fortress. Especially at night, when the walls are lit up, you'll feel like you are transported back in time. Plus, the staff is super friendly and gave us a memorable experience on our first night in Dubrovnik.",,Jun 2019
Richard,"Southend-on-Sea, United Kingdom",United Kingdom,5,null,null,null,null,"The special meal of our holiday did not disappoint. Booked a few weeks beforehand so managed to get a second row table overlooking the Adriatic. Yes, on the pricey side but worth it for that special occasion. Service was attentive but not intrusive and very informative. Certainly one of the biggest wine lists we have ever seen. I was impressed that their wine recommendations to match the fish was from their lower priced wines and it was excellent. A great evening all round.",,Jun 2019
container,dublin,dublin,5,5.0,5.0,5.0,null,"This is how it should be done, its expensive, but from start to finish, a truly memorable experience, if you take the location, the professionalism of the service, the superior menu offering, one of the best restaurant experiences i have ever had in my life !!
I do not create a fuss, but i am fussy about whom I give my best yet vote to.
making random tourists feel special, is an art.",,May 2019
Duboisdan,"Greater London, United Kingdom",United Kingdom,5,null,null,null,null,"This restaurant is simply unbelievable. Our night here was so special. Make sure to request a table outside, which allows you to capture the perfect view of the bay. 

Nautika probably possesses the best wine menu I’ve ever dealt with, accompanied by the most professional and welcoming staff. 

With regards to food, you must trust the staff there as for us they took control and our meal was up there with the best. 

A truly iconic restaurant which we will definitely be dining at more than once on our return.",,Jun 2019
lloydwright913,"Dublin, Ireland",Ireland,5,null,null,null,null,"Ate dinner here on our last night in Dubrovnik; what a nice evening and a wonderful way to end our visit. The setting is beautiful next to the shoreline, the food was excellent and the service by the wait staff impeccable.",,May 2019
Stay815100,null,null,5,5.0,5.0,5.0,null,"This restaurant is the top of the top restaurants. The location is excellent with a beautiful outdoor dining experience. Do request a table on the outer wall with a view. Waitstaff, food, ambiance - all superb. It just doesn't get better and there are only a couple of rivals. Well worth the cost. If you love food and a dining experience, this is where you need to go in Dubrovnik.",,Jun 2019
David R,"London, United Kingdom",United Kingdom,5,null,null,null,null,"After being recommended by our son who took his fiancé here 2 years ago we decided to book Nautika before we left last week for Tuesday night our 3rd night. What a delight, we had a wonderful table on the 3rd level over looking the bay and the old walls and buildings. 
So many opportunities for photos, all the area lit up after dark giving us even more shots. 
The food was like a piece of art. My wife’s Mini Garden Soup was a picture. Amazing mini garden dressed around the outside of the plate. My Tagliettelli sprinkled with shavings of black truffle was divine and I could have had this as a main course. 
We both fancied the sea bass fillet served on a bed of cherry tomatoes and young spinach leaves. The topping of vanilla cream just enhanced the overall delicious flavours. 
We decided to share the pudding, A Raspberry Queen which also hit the mark. 
We were made to feel special which is special as this often does not happen in Fine Dining establishments. 
All the staff at some time seemed to have come to our table. But the main guys were brilliant and the Sommelier was a delight with a great sense of humour.
All told a wonderful experience but at a price. We enjoy fine dining and appreciate the hard work and artistry that goes into the preparation, some others may not. We had 2 courses and shared a pudding course. A G&T a glass of special sparkly rose and a glass of white wine. 
It was better than I expected price wise for the special place and food. 
A 5 course set menu is 820kn and the 7 course 920 s for this quality of food it’s equivalent to around £100 for 5 courses and £120 for the 7 courses which appears good value. 
We would recommend to our fine dining pals for sure.",,Jun 2019
Carson F.,null,null,4,4.0,4.0,4.0,null,"The food was very good and cocktail definitely some of the best I have ever had! Must try the espresso martini after dinner, but when I made the reservation they said we would have a table first row but unfortunately there was a giant plant obstructing my amazing view. That was they only downside.",,Jun 2019
Ulv90,"Paris, France",France,5,null,null,null,null,"Having booked a table well in advance to secure a front row table on the terrace we were really looking forward to visiting this restaurant. It did not disappoint! Although the food is a little pricey, the atmosphere and service ensure it is worth every penny. Our waiter was fabulous and made us feel at home throughout the meal. The food and drinks are delicious and imaginatively presented. Highly recommended for anybody looking to add something extra special to their Dubrovnik trip. 

Tips - 
- Book well in advance for a table on the terrace. The views are incredible. Especially at sunset. 
- Although choices are limited for vegetarians, they do have a separate menu you can ask for. The goats cheese salad and truffle pasta are lovely (.... although theses are starters so the menu would benefit from a few more vegetarian mains)
- the cocktails are delicious and bring a little theatre to the experience",,Jun 2019
vicklepickle1,"Congleton, United Kingdom",United Kingdom,4,null,null,null,null,"It was our honeymoon and my new husbands birthday so I wanted to book an extra special treat. The food was absolutely delicious, and we were given a special complimentary cocktail. 
My only complaint was that after requesting a table at the front of the balcony weeks in advance we were given a spot right next to the entrance where many other tourists were stood to look at the view of the city walls and were continually looking over our shoulders. It was not exactly a quiet and peaceful experience. Other tables were still available further away so I'm not sure why we were given this spot.",,Jun 2019
susannahcollins,"London, United Kingdom",United Kingdom,5,null,null,null,null,"We tried to book online unsuccessfully so went speculatively that evening and they managed to squeeze us in. It did not disappoint!!!
The tasting menu was exceptional, all courses were delicious and service on par! We ran out of time (due to being squeezed in) so they moved us into the lounge which was fantastic with the pianist. We had our dessert and cheese and finished with a very strong aperitif. We left very happy!

Apparently they are usually 10 days booked in advance so we were lucky, book early to avoid disappointment!",,Jun 2019
Ryan Clifford,"Ruskington, United Kingdom",United Kingdom,5,null,null,null,null,"Booked well in advance for a terrace table & it was worth it. Fabulous views of the town & harbour. My wife was delighted with the surprise. Food excellent if pricey & the wine list is daft, but if there is a demand then so be it. The service was immaculate & it is impossible to criticise the total ambience & experience. No wonder it is rated at the 6th most romantic restaurant in the WORLD! Fab-u-lous.",,Jun 2019
CKIM,"Athens, Greece",Greece,3,null,null,null,null,"Great views, and if you are celebrating something special, then Ok but the food was not out of the ordinary",,May 2019
ericadventurer,"Norwich, United Kingdom",United Kingdom,5,4.0,5.0,5.0,null,"Lovely restaurant if you looking for something special. Its very fine dining, delicious food and excellent service. At the foot of the Fort outside the old town next to the bay so a stunning location. Perfect for a relaxing dinner away from the crowds.
Must book ahead if you want to eat here - same with all the best restaurants in Dubrovnik.",,Jun 2019
essstsbchen##,"Zagreb, Croatia",Croatia,5,null,null,null,null,"This restaurant is one of the most important restaurants in Croatia. Servis food and location, everything is top notch.",,Jun 2019
Iain A,"Hemingford Abbots, United Kingdom",United Kingdom,5,5.0,5.0,5.0,null,"Another visit to Restaurant Nautika during our weeks visit to Dubrovnik. Excellent table with wonderful views over the Adriatic Sea.

Service was extremely professional and waiting staff very helpful and polite. Food was amazing The lamb main course was wonderful and the service is first class. Fine dining it is and a little more expensive as you would expect but what memories we have yet again. As always we drank Croatian wines and the white was excellent.

Well done top the team again.

On our next visit we will book again.",,Jun 2019
Damon Booth,"Sydney, Australia",Australia,4,4.0,5.0,4.0,null,An excellent restaurant with an envious view. Two of us dined and had the seafood medley and summer cuttlefish salad for entrees and sea bass and lamb for mains - each dish was impeccable. The cocktails are also inspired and well made. Our only criticism was that we both found the amuse-bouche bland - but the food quickly improved.,,Jun 2019
Isabelglasgo,null,null,5,null,null,null,null,"6 of us ate at Nautika. Started with Croatian rose champagne and then accepted guidance on Croatian whites and reds to go with the 7 course tasting menu accompanied with several local olive oils. All of the food was fantastic, served with style by Ivan. If you plan on a visit book ahead especially if you want a front row seat with views over the water. We booked 2 weeks ahead. Not a cheap night out but we will remember it for years to come!",,Jun 2019
Becky mugg,null,null,5,5.0,5.0,5.0,null,"I was concerned this would be a bit of a tourist trap and more style over substance but I was very pleasantly surprised. They had had a cancellation and moved around their bookings to give us a much better table. The service was friendly but professional, slick but with a sense of humour. One of the best meals we have had - incredible. Worth every penny.",,Jun 2019
Toni P,"West Midlands, United Kingdom",United Kingdom,5,null,null,null,null,"Four of us came to Dubrovnik to celebrate my husbands 50th birthday. I chose the restaurant based on trip advisor reviews. We were made to feel special as soon as we arrived and there was an abundance of staff available to serve us. The location is stunning as was the food, service and atmosphere. We were surprised that at some point during the meal, there was a firework display - amazing. Expensive restaurant but so worth it for a special treat!",,Jun 2019
Qi Wei Ng,null,null,5,null,null,null,null,"Overall great experience apart from some misunderstanding while placing order. Staffs were professional and very attentive, kudos to our lovely waiter Martin. We were moved to a table with nicer view when a customer finished earlier and we are really grateful for that.",,Jun 2019
alisej187,"Melbourne, Australia",Australia,5,null,null,null,null,This was fantastic. food setting & service.. Couldn't fault it. It was a nice treat to eat here. highly recommend.,,Jul 2018
Delta Dawn,"Naples, Florida",USA,5,5.0,5.0,5.0,null,Our hotel and our private tour guide both recommended Nautika to us. Our hotel concierge made our reservation for us. Wow! We've eaten at many fine restaurants and this rates right up at the top. We were a party of five seated out on the terrace on a relatively cool evening. The tower space heaters coupled with the cozy wraps allowed us to completely enjoy the setting and spectacular views of the Adriatic Sea. Breathtaking. We were treated like royalty. Every dish prepared to perfection. Outstanding craft cocktails including a knock-your-socks-off smokey Old Fashioned. Such a memorable evening to close out our fabulous week in Dubrovnik.,,May 2019
zacombo,Mauritius,Mauritius,5,null,null,null,null,"This restaurant definitely lives up to its culinary reputation and is hands down the best food in town with a view. Marko and his team go out of their way to make a unforgettable experience. Having had a little issue with our reservation, Marko went above and beyond not only to resolve the issue but show us unmatched hospitality. A must visit when in dubrovnik.",,Jun 2019
ViajarConCalidad,"Barcelona, Spain",Spain,5,5.0,5.0,5.0,null,"Everything, the site, the service, the food, and the special details, were wonderful. They made our stay even better!!!",,Jun 2019
Ashley G,null,null,5,null,null,null,null,"I reserved a table here months in advance, I was very excited for this meal as it was my first fine dining experience ever! I came to Dubrovnik on a solo vacation and although I tasted many things while in Croatia my meal here was the most delicious :) The service was the best I’ve ever had also! I sat outside at what I would say was truly THE BEST table on the patio with a view that had me smiling the entire time I was there. The white chocolate mousse dessert was so incredible I wanted to order a second one! The lavender sauce to pour over it honoured lavender that grows in Croatia and was so tasty and complimenting to the mousse. The beef fillet is something I’ve been craving since being back home in Canada. I sent my compliments to the kitchen and I hope they received it. I can’t wait to come back! Thank you!",,May 2019
Tracy P,Manchester,Manchester,5,null,null,null,null,"My mum and I have just returned from a short trip to Dubrovnik where we visited the Nautika on our first night and we were so impressed by the experience we had to visit again! The service was impeccable from everyone we had contact with and all the staff worked together to make it one of the best dining experiences I have ever had. The food was really excellent and the recommended wines we had were perfect choices and I now have a new found love of Croatian wines. One of the really good differentiators was how both the wines and the food were presented and then explained in terms of origin, history and content. The use of the different olive oils to complement each course was also a nice touch and we were very much encouraged to take our time and savour the experience. I can’t wait to bring my husband back when we visit later this year and couldn’t recommend the Nautika more highly.",,May 2019
Tatiana Melnic,"Helsinki, Finland",Finland,4,null,null,null,null,"The service and the staff deserve all 5*
Very high quality restaurant and professional staff. Nice and romantic sea & castle views. 

The food was good but the portions were more like appetisers. If you’re hungry that’s not the place where you’ll have your appetite fulfilled. 

I would say you pay for the extraordinary experience and treatment not for the food, because in my opinion when leaving a restaurant of that class it’s not fair to think “where can I grab a pizza”. 
People are used to get value for money so they have to improve a bit to have it perfect.",,May 2019
716maryannd,"Stow, Ohio",USA,5,null,null,null,null,"Stopped by for a late night cocktail and to enjoy the view. The hostess and servers were so welcoming and attentive. Having just arrived in Dubrovnik, it was a wonderful way to kick off our trip.",,May 2019
