username,location,country,rating,rating_value,rating_service,rating_food,rating_atmosphere,review,title,date
Mari,null,null,5,null,null,null,null,Great location with a beautiful view. Very good food and good drinks. The servants was polite and helpful. Would definetly recommend,,Jul 2022
Beate Ø,null,null,5,null,null,null,null,"The location of the restaurant matched the food, it was great! The gnocchi with bourbon sauce was good. Great drinks.",,Jul 2022
HGriffin,"Bath, United Kingdom",United Kingdom,5,null,null,null,null,"Amazing choice of food and beverages with lovely attentive staff, especially Marco! It’s so good…we’ve been here 3 days in a row! Fantastic views of the harbour too! Couldn’t recommend enough!!",,Jul 2022
Laura,"Nice, France",France,5,null,null,null,null,"Incredible location on the port of Dubrovnik. The portions are small but worth it the taste is there. Service is impeccable nothing to say but amazing job. We spend a nice last night in Dubrovnik. The extra cherry on top is the live music which give a nice ambiant to the terrasse. Totally recommend it 
Thanks again",,Jul 2022
Paul M,null,null,5,null,null,null,null,"Lovely food, good service with a lovely view of the old port. Would recommend booking as it gets busy",,Jul 2022
Mike H,"Surrey, United Kingdom",United Kingdom,5,null,null,null,null,"Stunning location in the edge of Dubrovnik with a wonderful view of the hustle and bustle of the harbour. Entertaining to watch a wedding party in kilts and silky finery board a rather large old boat to party too.
Basically every body inside and outside this stunning Resturant was happy, the sun was out.
Great welcome on arrival, smiling waiters and waitresses, stunning menu and great local wine list.
Had octopus salad which was outstanding, local fish, beautiful salads and a deadly dessert. A gin and tonic each and a bottle of crisp Cristian wine, what was not to like. Highly recommended.",,Jun 2022
Bryanna A,null,null,5,null,null,null,null,"We started with the octopus salad, which was a very generous serving of fresh and delicious octopus. We followed with the seafood risotto and the staffs recommendation of the gnocchi with bourbon sauce and beef strips. The gnocchi was the highlight of the night and arguably the best dish we have tried in 5 weeks of traveling around Europe! Not to discredit the risotto as it was also one of the tastiest risottos we have tried in Croatia. Both dishes, again, we generous servings and therefore, great value for money. 
Service was a 10/10! We felt very taken care of all night. The friendly and professional waiters and staff create a fine dining experience and atmosphere. 
All topped off with live music and an amazing view of the surrounding mountains and water.
A must visit!!",,Jul 2022
Jack A,null,null,5,null,null,null,null,"The location, vibe and service were all incredible. The food was delicious and reasonably priced for the area. Very much recommended",,Jul 2022
LarsOnVacation,"Oslo, Norway",Norway,5,null,null,null,null,"A Great place to have a morning coffe, breakfast, lunch or after action drinks and dinner. Very nice by all means. Location, service, food, family friendliness.

Enjoy🇭🇷🇭🇷🇭🇷",,Jun 2022
irina j,"London, United Kingdom",United Kingdom,5,null,null,null,null,We came back after having a great experience on our last visit. The service and food was great. We really enjoyed our dinner. It is also one of the most beautiful settings in town,,Jul 2022
Michael P,null,null,5,null,null,null,null,"Unreal whisky sour and excellent staff. 
Our sever knows the suss, took a fantastic photo of our group and gave us the directions and all!
The backdrop to the marina is whopper",,Jul 2022
Henrik H,null,null,5,null,null,null,null,"A fantastic time at Gradska kavana arsenal, where we relaxed with some cold beers and fantastic food. Listen to the waiters, they know what you should order. We look forward to coming back soon!",,Jul 2022
Jazz P,"Sydney, Australia",Australia,5,null,null,null,null,"Storm outside and we found refuge in this place. Initially the hostess told us there was nothing available. We sat around and asked again and the manager was kind enough to offer us a table at what is actually a coffee drinking spot. We have a baby and a child and this was much appreciated. Then came Ermin, who is one of the most genuine and professional waiters we have ever encountered. He was apologetic about the small tables and made sure that our lunchtime meal was not an inconvenience. He went above and beyond to provide outstanding sefvice which was further amplified by the excellent meals. Keep up the excellent work Ermin, and hope the restaurant always maintains this quality of service and food. Well impressed!",,Jul 2022
Arizonapopi1,"Florence, Italy",Italy,4,4.0,5.0,4.0,null,"We had a table for 4 nearest the water. Nearly a fine dining experience. Marko provided excellent service. One of us didn’t like the hamburger and Marko comped the burger and provided dessert for 4. Really over and above expectations.
Located at the end of the Main Street from the Pile Gate. There are two sides to this place, one fronting the piazza and one fronting the harbor. Very different ambiances, both fine. Depends on what you want.",,Jun 2022
Jim & Bea,"Derby, Kansas",USA,5,5.0,5.0,5.0,null,We came here for an early breakfast and enjoyed eggs Benedict with the bread basket. Great service and excellent food.,,Jul 2022
Ruby,null,null,5,null,null,null,null,We had wonderful service. Ante was a great server - very kind and helpful. Our bar tender was amazing and made us a custom martini even though it wasn’t on the menu. Highly recommend. Outside has a great view.,,Jul 2022
Sherree,null,null,5,null,null,null,null,Wow! What an amazing breakfast and service! Robert provided phenomenal service throughout. This place should definitely be visited during your stay. We will certainly be back again!,,Jul 2022
Amber T,null,null,5,null,null,null,null,"We stopped by for some breakfast this morning as the view is stunning! We were served by Robert who was great, very attentive and helpful. Thank you so much Robert, really impressed ☺️",,Jul 2022
Lawrence M,null,null,5,null,null,null,null,An incredible breakfast with even better service from Lulo. Great healthy breakfast and smoothie selection. Lulo was very accommodating for us and our 18month old baby,,Jul 2022
Gill-Verney,"Auckland, New Zealand",New Zealand,5,null,null,null,null,"We had a delicious meal in a fairy tale setting. The waiter Ante Simovic was very helpful and attentive … my friend had the fish which was exceptional, and my daughter had the mushroom truffle pasta which she said was the most exquisite tasting dish she’d ever had.",,Jul 2022
Sarah Rose,null,null,5,null,null,null,null,"Great experience. Great food. Amazing views, especially during sunset. Robert specially did a great job. If you’re in Croatia this is a must eat spot.",,Jul 2022
Nancy,"Stroud, United Kingdom",United Kingdom,5,null,null,null,null,Would 100% recommend. The fantastic location and brilliant food were all made better by the great service from Marijo.,,Jul 2022
Nikki S,null,null,5,null,null,null,null,Great food (especially the truffle and mushroom pasta) and dessert (pistachio cake)! Fantastic customer service from Ante!! He was very attentive to our needs and provided excellent recommendations on food. Highly recommend!,,Jul 2022
Shropshiretraveller,"Knockin, United Kingdom",United Kingdom,5,null,null,null,null,"We were a walk-in and offered the option of two tables, we chose to sit on the terrace overlooking the little harbour. STJEPAN was our waiter and offered attentive service from the start. I have a Molluscs allergy and he checked this with the kitchen. We talked about local wine and his knowledge was exceptional. Great meal and a table with a stunning view, one of the best evenings in Dubrovnik 🥰",,Jul 2022
Salma D,null,null,5,null,null,null,null,"My friends and I loved this restaurant! 

The staff was really friendly especially our server Ante and we loved the food. I ordered the fish special and the sailor risotto and both were amazing! Would highly recommend!",,Jul 2022
Antonia W,null,null,5,null,null,null,null,Excellent 5 star service. Amazing food and the view was stunning. Ante was a fantastic waiter nothing was too much trouble and his attention to detail was 10/10,,Jul 2022
jonny,null,null,5,null,null,null,null,We came for the stunning view over the harbour on the outside terrace and both service and food were equally extraordinary. Our waiter Ante Kristijan took great care of us throughout the night and we had one of the best culinary experiences in our stay in Dubrovnik. Highly recommend! :-),,Jul 2022
Davesy22,"Cheltenham, United Kingdom",United Kingdom,5,null,null,null,null,Great spot in the most beautiful place. Our waiter Ante Kristijan Simovic was outstanding. Follow his recommendations - you won’t be disappointed. And the Alpine Swifts add to the experience.,,Jul 2022
Nikica S,"Shtip, Republic of North Macedonia",Republic of North Macedonia,5,null,null,null,null,The best service from Ante the waiter he was very polite and helpful. The burger and beef were the best thing we ever have and the cheesecake and pistachio cake no words. Best place with best view at the old town in Dubrovnik.,,Jul 2022
malcolmscott,"Granby, United Kingdom",United Kingdom,5,null,null,null,null,"Excellent location, fantastic food and wine, outstanding service from Ante. Despite being in the epicentre of the Dubrovnik tourist zone this restaurant is a joy!",,Jul 2022
Jessica M,null,null,5,null,null,null,null,Mriko - a great waiter! Very quick service and extremely friendly. He checked everything was okay and it was a brilliant experience with a great view! Price was decent.,,Jul 2022
Alex,null,null,5,null,null,null,null,"Fantastic food and setting, Marco was very attentive and knowledgeable about the menu. Would recommend and visit again.",,Jul 2022
Anya G,null,null,5,null,null,null,null,"Great dinner views, great food, amazing espresso martini! Ask for Marko as your server for a great dinner experience! ☺️",,Jul 2022
Poppy,null,null,5,null,null,null,null,"We have visited here for three meals, once for breakfast and twice for dinner and all three times were exceptional! The service is amazing, the staff are so polite and helpful. The food is perfect, very high quality yet the portions are rather generous. Free bread as well! I would come here for dinner every night if I could. I’ve had the eggs benedict royale, the truffle pasta and the beef gnocchi and I highly recommend them all! I can’t wait to visit again next time I come to dubrovnik!",,Jul 2022
Milda L,"Vilnius, Lithuania",Lithuania,5,null,null,null,null,"Ir was the best dinner in Dubrovnik. Marko, the waiter made it special by elegant service: he explained the menu, advised the wine, always had a smile on his face. I’ll come back to the same restaurant next time ai am in Dubrovnik.",,Jul 2022
Julie C,null,null,5,null,null,null,null,"This was my favourite restaurant when I visited Dubrovnik back in 2015, and I’m happy to say nothing has changed.
Excellent food, wine and service each time we visited (3 across the week… 1 lunch, 1 dinner and 1 coffee). 
We sat at both sides of the restaurant, one with views to the port, and separately with views of the Main Street, and were welcomed and served very well by all of the staff",,Jun 2022
Janet B,"Chester, United Kingdom",United Kingdom,5,null,null,null,null,"Popped here for breakfast. It was lovely and cool sitting by the old port. The staff were really friendly and efficient. The breakfast was really tasting, served with a very varied bread basket. The coffee was the best I’ve had in a long time!",,Jul 2022
Anniina S,null,null,4,null,null,null,null,The food was really good! Especially the mushroom tryffel pasta was excellent! The view was beautiful and the service was good! Recommend!,,Jul 2022
Sebastian A,null,null,5,null,null,null,null,"Our server Stjepan was attentive, knowledgeable, and friendly. Great service and amazing food. Truffle pasta was a highlight",,Jul 2022
Julie-Anne,Croatia,Croatia,5,null,null,null,null,"I can not say enough good things about this restaurant! The food is out of this world (best pasta of my life) and the view is stunning! Marco, my server was superb - just the right amount of attention and space. So far, this is one of my best experiences in a restaurant in old Dubrovnik! Do come!",,Jul 2022
pdiazlobos,"Austin, Texas",USA,5,5.0,5.0,5.0,null,"I am the less foody person in my family. I prefer to focus on ambiance and views. My family, on the other hand, cares much more about food quality and presentation. This was a win-win for everyone. The most fantastic dinner that we had had in a while. Great cocktails and appetizers and the waiter gave us excellent suggestions for the entrees. Unique flavors and food cooked to perfection...the presentation of some of the dishes and cocktails was quite ""performative"" ( The fish for two for instance) . We went at 7:30pm and it was the perfect time of the day to enjoy the sunset and see the boats come back from daily trips. This dinner will be one of the most treasured moments of our trip.",,Jul 2022
Brooke,null,null,5,null,null,null,null,"Just stopped into this place from the old town and thought it looked cute. To my surprise as we went outside we walked out to the best view of Dubrovnik, right on the port! The food was amazing - had the healthy breakfast :) and our waiter marijo was so friendly and accommodating! Highly recommend this as a stop on your trip to dubrovnik!!",,Jul 2022
Rebekah Kenitzer,null,null,5,null,null,null,null,"Was served by Marijo and the food was great! He was super helpful and accommodating. If you see the front of the restaurant, walk straight through and you’ll see an amazing view of boats, the water and almost the whole city. Really recommend this place!",,Jul 2022
Gabriella C,null,null,5,null,null,null,null,Amazing!! Service was excellent and the food was delicious. The views are great of the sea and it’s a shaded area so not very hot! Marijo was a great :) definitely recommend,,Jul 2022
Alyssa,null,null,5,null,null,null,null,"This has been our favorite restaurant in Dubrovnik, and our waiter Marijo was so friendly and helpful! The view is incredible and so was the food. We appreciate you!",,Jul 2022
Jonpaul H,"North Vancouver, Canada",Canada,5,null,null,null,null,"We visited Dubrovnik on a yacht and quite accidentally discovered this fabulously located restaurant. We had no bookings and it was busy but the manager squeezed us in,, twice! Good was fabulous,, staff were great ,, champagne was wonderful! Tbe view of the old harbour was amazing! A “ must visit “ restaurant with a great outside coffee patio in tbe daytime. We loved it. Jonpaul Holt Canada 🇨🇦",,Jun 2022
Leonardo L,null,null,5,null,null,null,null,"Ante made our night. Absolutely amazing dinner from appetizer to dessert, recommend to anyone!! I enjoyed the duck especially. So succulent. Best dinner in Dubrovnik.",,Jul 2022
Lisa Marie T,null,null,5,null,null,null,null,"We have never experienced better service. Mario was amazing to both ourselves & our 11 month old daughter. The food is exquisite, but the servers make this dining experience memorable. 5 star service from entry to exit. We’ll be back many many more times.",,Jul 2022
Vanja M,null,null,5,null,null,null,null,"The food is divine, the atmosphere and scenery as well! The staff, especially our waiter Marco mad it into a great experience! We came back several times, and will be back again! I would recommend to book a table in advance, but the hostess Maria will be helpful if you just drop by!",,Jul 2022
Vilde F,null,null,5,null,null,null,null,"This restaurant has a great atmosphere, and great view. The food is delicious and packed with taste, and so are the drinks! I highly recommend either the gnocchi or the truffle pasta. The staff is lovely, and makes the experience complete. Our hostess Maria and our server Marco were super attentive and nice. We went back several times, and will come back in the future!",,Jul 2022
Shelley M,"Vinton, Iowa",USA,5,null,null,null,null,"We were in Dubrovnik three days and ate at this restaurant six times. We tried a couple other places but kept coming back to Arsenal. It became our happy place. I actually shed happy tears three times and I’m not a crier. We ate at 360 and found that Arsenal was just as good with more reasonable prices. Our waiter, Ivan S., was absolutely fantastic. He made our meals very memorable. We requested him at every meal. Every dish we tried was mouth watering delicious. 

The restaurant is the perfect mix of views with delicious cuisine. Fancy but not too fancy. The prices were very reasonable.",,Jun 2022
Felicia W,null,null,5,null,null,null,null,"We had a great dinner with a fantastic view, and excellent service by Marko. Will be back next time we are in dubrovnik!",,Jun 2022
Kelly B,null,null,5,null,null,null,null,"We had an amazing time at this restaurant on our very first trip to Dubrovnik. The lady who greeted us and sat us down was super helpful and friendly and the night just got better from there. Stjepan looked after us all night, gave us amazing food recommendations and was extremely friendly and attentive. The views are also incredible and we sat and watched the boats come in to the port.",,Jun 2022
Adrian W,"Potters Bar, United Kingdom",United Kingdom,5,5.0,5.0,5.0,null,"We only had streaks and vegetables but everything was delicious. Nice service and a lovely spot overlooking the old port, but in the heart of the old city.",,Jun 2022
Lily W,"Boston, Massachusetts",USA,5,null,null,null,null,"This restaurant is so beautiful, it’s like a dream. 

The plaza side is so elegant, but the true beauty is the sea side. The ceilings are so tall, airy, and spacious. The service is truly superb - five stars. The best ambiance in Dubrovnik, for sure. The food and drinks are also excellent. My favorite was the strawberry fizz, a version of an aperol spritz. Highly recommend!!",,Jun 2022
Mark,"Holt, United Kingdom",United Kingdom,5,null,null,null,null,"We had a great meal at this restaurant. The ambiance is fantastic - there are great views from both the front and back terraces, it was lively without being noisy and all 7 of us loved our meals. We had a great waiter who helped us choose the wine and he was friendly and efficient. The price was pretty reasonable for the great quality. Portions were a good size so after sharing starters and a main course each we were too full for dessert.
This was our best meal and favourite restaurant in Dubrovnik, 10/10!",,Jun 2022
Jonny,null,null,5,null,null,null,null,"This restaurant feels like a super high class star restaurant but at a rather affordable pricepoint.
Out of all the restaurants me and my girlfriend visited in Dubrovnik this one was by far our best experience. The service is on point and the food and drinks were nothing but amazing!
If you are in dubrovnik and you don‘t want to pay hundreds of euros for your dinner but still get the feeling of a high class restaurant where everything is perfect you should definetly visit this place!",,Jun 2022
Lee B,"Hemingford Grey, United Kingdom",United Kingdom,5,null,null,null,null,"Nice restaurant. Amazing views, good food and excellent drinks. We had a front row table right by the harbour which is a great position. Best drinks in Old Town.",,Jun 2022
foodlover42solihull,"Birmingham, United Kingdom",United Kingdom,5,null,null,null,null,"A really beautiful restaurant situated on the harbour with lively views. The food is excellent, hearty and very reasonably priced. The staff are extremely friendly and helpful. We ate here every day for our trip as we liked it so much.
I recommend the steak, risotto and also the mussels with chips!! Loved it :-)",,May 2022
Karyn1992,null,null,5,null,null,null,null,We were told we could sit in and have a drink while we were waiting for a table to become available. We got our table and the staff were so apologetic that we had to wait a little longer than anticipated which we didn’t mind and they gave us our first round on the house. The food was incredible and the service was impeccable. The view was also stunning!,,Jun 2022
Shona W,null,null,5,null,null,null,null,"Setting and food was perfect. The setting is absolutely beautiful if you get a table on the terrace facing the harbour. We had the burrata, beef fillet and truffle linguine and it was all delicious. The cocktails are a must too with the strawberry spritz and old fashioned hitting the mark. Will absolutely visit again when back in Dubrovnik.",,Jun 2022
Hannah L,"Peterborough, United Kingdom",United Kingdom,5,null,null,null,null,"Went here a couple of times during our trip. The location is great on the port and both times we managed to walk in and get a table right on the edge. The food is really good although not as big portions as experienced elsewhere in Dubrovnik. Service is also good, although a bit slow when busy.",,Jun 2022
Sarah S,null,null,5,5.0,5.0,5.0,null,"We had dinner here twice during our stay in Dubrovnik,seated both in the square and then on the harbour.
The waiter that looked after us on both visits was fantastic (I'm afraid we didn't get his name).
All the food he recommended was superb, especially the truffle pasta !!
This is probably one of the nicest restaurants I have dined in !! 
The food,the staff and the setting were all wonderful.",,Jun 2022
Paul K.,"Trinity, Florida",USA,5,null,null,null,null,"We had lunch here twice - once on the square and once on the harbor. Both were excellent! Delicious food in a casual setting and seamless service. This place looks like it might be overpriced, but you will be pleasantly surprised at the relatively moderate prices.",,May 2022
Loves2Travel222,"Cornville, Arizona",USA,5,null,null,null,null,"This restaurant provides a grand Dubrovnik experience…..delicious food, wonderful Croatian wines, and beautiful views at the front looking onto this amazingly beautiful medieval town and at the back looking onto the walls of the Old Town and the lovely Adriatic. 

We were in Dubrovnik for 12 hours while on a cruise….we ate there twice - for an early lunch and then for cocktails and snacks in the late afternoon. 

We have been to Dubrovnik five times before this visit and have tried several restaurants. This is our first time to eat at the same restaurant twice in one day. 

The staff are wonderful too and add to the pleasure of the experience.",,Jun 2022
JonesieLinthicum,"Linthicum, MD",USA,5,null,null,null,null,"I tried to reserve here a few days before my arrival, and found it fully booked for dinner, several weeks in advance. Fortunately, we could reserve for lunch during the last day of our three-day visit. 

I am so glad that we did! It truly was an outstanding experience. 

I started out with an Aperol Spritz. It was the most beautiful drink I have ever been served! Served in a lovely glass, it cane with a garnish of dehydrated orange slice, a sprig of fresh mint, and -wait for it- tiny little roses and rose petals. It was * almost* too beautiful to drink.

I ordered the seafood risotto. Oh, my! I had to resist the urge to say, "" This is so good!"" after each bite. 

My husband ordered the duck, and he reports that it was every bit as good as my risotto.

He finished with the creme caramel. Yet again, it was as tasty as it was beautiful. 

The setting is just stunning! Unlike many well-positioned restaurants, here the food lives up to the setting. 

Service was polite and attentive.

It was not only the best meal we had in Dubrovnik, it was also the least expensive. I don't know how they do it! But I am glad that they do.

 Thank you for such a memorable experience.",,May 2022
Annelies,Belgium,Belgium,5,null,null,null,null,"We had breakfast here and chose for the “healthy breakfast” with egg, guacamole and toast. It was excellent! Staff was friendly also. Thanks a lot!",,Jun 2022
Simon C,"Cobham, United Kingdom",United Kingdom,5,5.0,5.0,5.0,null,"Excellent services and great foods. Best to book if you like the best view from your table. The atmosphere is great with all the activities around and the serving staff are good and well worth their tips (they prefer in cash, Kona, the local currency).
The fish dish is very good and the seafood risotto is fantastic. The local dish Octopus salad is the best in this restaurant. A glass of the local white (Posip Kvalitetno Suho Vino), a nice lace to take a little rest from all the activities!!",,Jun 2022
Margaret H,"Dewsbury, United Kingdom",United Kingdom,4,null,null,null,null,Unbeatable outlook particularly if you can get a front table for two - not easy but we did via our concierge. Service is slick and professional rather than warm and friendly. We both had tuna tartare which was beautifully presented and quite tasty but we have had better. We followed this with sea bass fillet cooked en papillotte with a mix of vegetables - it was very good. The bill including a bottle of wine was about £100 including tip.,,Jun 2022
Louise R,null,null,5,5.0,5.0,5.0,null,"Sublime food, incredible atmosphere and the staff were so lovely and gave very thoughtful recommendations",,Jun 2022
jaweeda G,null,null,5,null,null,null,null,"Gorgeous view of the port. Delicious food, especially the fish stew. Most of all attentive charming waiters- service is exceptional. 
We had yummy cocktails a few days earlier prior to a classical concert in the Rectors palace . So pleased we returned for dinner tonight.",,Jun 2022
lisamI6291VY,"Trinity, Florida",USA,5,null,null,null,null,"We spent almost two weeks in Croatia, 4 days of that in Dubrovnik. We then went on a 45’ catamaran for 7 days through the islands of Croatia. Out of all of the restaurants we ate at, this was by far our favorite. Make sure and eat on the back terrace overlooking the water. The food was outstanding but what made it so special was the service. We had the most attentive waiters - they all helped on all of the tables. It was such an enjoyable and special experience for us.",,May 2022
Xavier M,"Lotenhulle, Belgium",Belgium,5,null,null,null,null,"Fantastic service fantastic food unique scenery 😃 don t look further, this is the place to be when in dubrovnik i will surely go back, looks crowded at first sight but very friendly fast and professional staff and superb organisation. Worldtop!",,Jun 2022
tassieBerlin,berlin,berlin,5,null,null,null,null,A large and popular restaurant with indoor and outdoor seating with a lovely view of the old habour. The service was friendly and incredibly professional despite the fully booked outdoor area. The food was very good and well presented. We enjoyed our dinner immensely.,,May 2022
Aviv W,"Zichron Yaakov, Israel",Israel,5,null,null,null,null,"This is a beautiful restaurant by the harbour, excellent atmosphere and sea food. We were here in the evening and had a great meal. I came again for lunch today and had a great tuna steak. Highly recommended",,Jun 2022
Kayeleigh C,null,null,5,null,null,null,null,"Great food, lovely staff and an amazing view. We had dinner overlooking the marina with an acoustic guitarist playing in the background. We loved it here. The staff were really attentive.",,May 2022
Sherry_J,"Manitoba, Canada",Canada,5,null,null,null,null,We are so glad we changed our plans and came here! The terrace and the setting are beautiful. We booked 2 nights before. I wish I could remember our waiter because he was so fantastic! We let him choose our wine and then our starter(delicious oysters from Ston)and then our meal lol. Every bite was amazing! Fresh and tasty. And they he bought us a liqueur and a piece of cake on him. Delicious. He made our last night in Dubrovnik very special and memorable. Thankyou so much. Our meal was 1000kuna with tip so fair in Dubrovnik,,May 2022
MissingSD,"Memphis, Tennessee",USA,4,null,null,null,null,"We started with the marinated zucchini. It had a little bit of a floral taste. It was just ok. We also had the tuna tartar (chunks of tuna, not ground) which was very good. My husband had the seafood risotto which was very good, lots of flavor and kind of spicy but not hot. My daughter has the duck which was also very good. I had the linguini with the truffle and mushroom. I was really looking forward to this dish but it was way too heavy for me. The portion looks small but it is a lot because the bowl is deep and the dish is heavy",,May 2022
Rachchic,"Castleblayney, Ireland",Ireland,5,null,null,null,null,"Stopped for breakfast, could have stayed all day! Setting, food, ambience, staff - all amazing. The setting is beautiful, sitting on the terrace watching the world go by. Breakfast was lovely, the coffee was fab. Would definitely go back! Ante was lovely and chatted away to my friend who is learning Croatian. It is on the expensive side, but worth it for the view in my opinion.",,Apr 2022
Rhian B,"Chester, United Kingdom",United Kingdom,5,4.0,5.0,5.0,null,"We had lunch here on Monday and the food, setting & service was excellent. If you have Tom as your waiter then you are in for a treat! He was fantastic! Thank you Tom 😊",,May 2022
Russell T,null,null,5,null,null,null,null,"This is a Restaraunt NOT TO BE MISSED if you
come to Dubrovnik. The attentiveness of the
waiters, especially Marco and the lovely Maria
who served us and looked after us tonight was
Outstanding. The food, wine, presentation was
absolutely first class. So glad we came here and
we will DEFINITELY be back

Russell & Vicky ( London )",,May 2022
The Only Way Is Travel,"Southport, United Kingdom",United Kingdom,5,5.0,5.0,5.0,null,"We had eaten at the Panorama Restaurant the day before and had such a great experience we decided to try another of The Nautika Collection restaurants in Dubrovnik.

The Gradska Kavana Arsenal is in Dubrovnik Old Town and has excellent views over the old port.

Again we booked online and had a discount voucher from the Panorama Restaurant.

The food once again was fantastic, and the service was just as good.

There was a great selection of food and drink on the menu, and the restaurant's location makes it a must if you are going to the Old Town.

Exquisite.",,Apr 2022
Clare C,null,null,5,null,null,null,null,"We found this restaurant on trip adviser. The setting is picturesque, the staff service is second to none and the food is out of this world. We chose the sharing catch of the day option. The waiter escorted us to choose our fish of a selection of fresh and delicious looking fish. Once we had selected, we were brought fresh bread and local olive oil which was extremely pleasant with a stunning view. 
The fish was delivered to our table and filleted in front of us with great skill and precision. It was delicious. Served with oven roasted vegetables and potatoes. Very simple but very effective. 
The waiters were all very good English speakers and we enjoyed chatting and laughing with them. 
The meal was fairly expensive. Considering we had only a sharing main and no alcohol it was well over £100 - but well worth it for a special and memorable meal. 
We would definitely go back and highly recommend.",,May 2022
Andrea R,"Exeter, United Kingdom",United Kingdom,5,5.0,5.0,5.0,null,"We had walked past this restaurant a few times and decided to book a waterside table for an evening meal. We thoroughly enjoyed all our food and wine, the duck and salmon main courses were delicious and we shared a starter and sweet that were equally as good. Wouldn’t hesitate to recommend a visit. They also do an early breakfast on the town square side which was lovely and open at 10 amon the waterside.",,May 2022
AlexVisitstheWorld,"San Francisco, California",USA,5,null,null,null,null,"The food was excellent, the fish was very fresh and tasty (not touristy at all). The staff was kind and warm. Clean, well presented restaurant. Beautiful view on the old port. Recommended!",,May 2022
Joan M,null,null,5,5.0,5.0,5.0,null,"If you're visiting Dubrovnik, you must have a meal here. A quick meal is fine, but better if you take some time to linger because the view is stunning and the atmosphere is perfect. The staff are all wonderful and professional (thanks, Marijo -- charming as ever -- for the great hospitality), the food is delicious, and the wine selection is superb. If you drink wine when you come here, for heaven's sake drink Croatian wine; it's excellent.",,May 2022
Act cool,null,null,5,null,null,null,null,Everything was great from thevfood to the staff. BiH thanks to Marko who made me feel Like a princess. See you soon. 💜,,May 2022
Minnis3333,"Lohja, Finland",Finland,5,null,null,null,null,We had lovely luch with great view. Staff was great and food was good. 👍 We had a burger and a salad. Atmosphere was great 🤩,,May 2022
Chelsea Chen,null,null,5,null,null,null,null,"I came here for breakfast and dinner and had the most amazing service and food! Shoutout to Marijo Krkic and Roberto and the rest of the amazing staff! They will make you feel like family! Get the gnocchi at dinner, it is heavenly! Can’t wait to return one day :)",,May 2022
Jane McGerrigle,null,null,5,5.0,5.0,5.0,null,"Most beautiful and peaceful place to sit and have a drink and a meal in Old Town, Dubrovnik. The staff was welcoming and don't rush you out, even if you just have a drink or a coffee.",,May 2022
JKaye3,"Corsham, United Kingdom",United Kingdom,5,null,null,null,null,"My daughter and I visited here on the last evening of our holiday and wow, we definitely saved the best till last. We both enjoyed the Ston oysters and the fish stew with polenta was simply sublime. Our waiter was so professional and friendly and he made it feel like a really special evening. Thank you!",,Apr 2022
NPapanikolaou,"Larissa, Greece",Greece,5,5.0,5.0,5.0,null,"We visited Gradska Kvana Arsenal for breakfast.
Although we had been late for, not only did the extra polite personnel (including the kitchen team) accepted to serve us with but also they gave us the best table with an amazing view at the small port behind the castle walls. 
We really enjoyed an amazing freshly cooked American breakfast with so many extras served together. Honestly, it has been such a long time since we last saw such a willing and happy service team. Congratulations!
The prices were more than reasonable if you consider the total quality provided.
It is by far the best choice one can do within the Old City walls for breakfast, lunch or dinner.
Our day couldn't have started better! Thank you!!!",,Apr 2022
JanEllen1989,"Gouda, The Netherlands",The Netherlands,5,null,null,null,null,"Lovely lunch. Food is great and of very good quality.
The view over the harbour is great. Very friendly staff.
A very special treat for my husband and me.",,May 2022
Tijana T,"Brussels, Belgium",Belgium,5,null,null,null,null,"I’ve visited Arsenal for a working morning while working remote from Dubrovnik. Their service exceeded all my expectations. The prices are beyond reasonable. I’ve spent more than 5 hours there, with the waiters even looking to serve me food in between calls. They’ve found me a table in shade with sufficient plugs and the most amazing view. Recommending it to everyone and will surely be back end September !",,May 2022
Matt S,null,null,5,null,null,null,null,"Service was incredible, food was outstanding with a lovely view. The waiter was great, he reccomended lovely food and was very polite",,May 2022
John J,"Sunderland, United Kingdom",United Kingdom,5,null,null,null,null,"Eaten here twice this holiday👍👍👍
Fabulous venue overlooking the old harbour.
Amazing food and the service is spot on👍
A little bit pricy but worth it.",,May 2022
Gary E,"Plymouth, United Kingdom",United Kingdom,5,null,null,null,null,"The best service we received whilst in Dubrovnik , the setting is just amazing and romantic. We went with the waiters recommendation on the wine ( Kalazic Chardonnay) and his local fish of the day hama 
Simply gorgeous in every way",,May 2022
Steve,"Cardiff, United Kingdom",United Kingdom,4,null,null,null,null,"Reserved a table here for Saturday night. Firstly may I say how wonderful, accommodating, helpful, polite and pleasant our waiter was. A credit to the restaurant. Ordered the sea bass which was perfectly cooked en papillote. Lovely setting particularly in the evening.",,May 2022
markg10101,"Worthing, United Kingdom",United Kingdom,5,null,null,null,null,"We visited the restaurant on our first night in Dubrovnik based on the Tripadvisor rating. We were not disappointed. The setting was fantastic overlooking the harbour with the lights of the hills surrounding us.

The surprise was the quality of the service, our waiter was excellent recommending local wines and olive oils, he made the evening feel special.

The food was also very good, the beef carpaccio was excellent as was the veal.

A great place to start our visit to Dubrovnik.",,May 2022
Amelia C,"London, United Kingdom",United Kingdom,5,null,null,null,null,Fabulous experience. Reserved me a beautiful table by the harbour . Ermin was very attentive and could not do more for us. If you want to be blown away by the service and the view then this is the place . Really affordable aswell!,,May 2022
